video,label
videos\w_163.mp4,weapon
videos\w_164.mp4,weapon
videos\w_165.mp4,weapon
videos\w_166.mp4,weapon
videos\w_167.mp4,weapon
videos\w_168.mp4,weapon
videos\w_169.mp4,weapon
videos\w_170.mp4,weapon
videos\w_171.mp4,weapon
videos\w_172.mp4,weapon
videos\w_173.mp4,weapon
videos\w_174.mp4,weapon
videos\w_175.mp4,weapon
videos\w_176.mp4,weapon
videos\w_177.mp4,weapon
videos\w_178.mp4,weapon
videos\w_179.mp4,weapon
videos\w_180.mp4,weapon
videos\w_181.mp4,weapon
videos\w_182.mp4,weapon
videos\w_183.mp4,weapon
videos\w_184.mp4,weapon
videos\w_185.mp4,weapon
videos\w_186.mp4,weapon
videos\w_187.mp4,weapon
videos\w_188.mp4,weapon
videos\w_189.mp4,weapon
videos\w_190.mp4,weapon
videos\w_191.mp4,weapon
videos\w_192.mp4,weapon
videos\w_193.mp4,weapon
videos\w_194.mp4,weapon
videos\w_195.mp4,weapon
videos\w_196.mp4,weapon
